"","1,3-Butadiene","Acetaldehyde","Benzene","Cyanide Compounds","Diesel Pm","Toluene"
"872","L","H","L","L","L","L"
"873","L","H","L","L","L","L"
"874","L","H","L","L","L","L"
"875","L","H","L","L","L","L"
"876","L","H","L","L","L","L"
"877","L","H","H","L","H","H"
"878","L","H","L","L","L","L"
"879","L","H","L","L","L","L"
"880","L","H","L","L","H","L"
"881","L","H","L","L","H","L"
"882","L","H","L","L","H","L"
"883","L","H","L","L","L","L"
"884","L","H","L","L","L","L"
"885","L","H","L","L","L","L"
"886","L","H","L","L","L","L"
"887","L","H","L","L","L","L"
"888","L","L","L","L","L","L"
"889","L","H","L","L","L","L"
"890","L","L","L","L","L","L"
"891","L","L","L","L","L","L"
"892","L","L","L","L","L","L"
"893","L","L","L","L","L","L"
"894","L","L","L","L","L","L"
"895","L","L","L","L","L","L"
"896","L","L","L","L","L","L"
"897","L","L","L","L","L","L"
"898","L","L","L","L","L","L"
"899","L","H","L","L","L","L"
"900","L","H","L","L","L","L"
"901","L","H","L","L","L","L"
"902","L","H","L","L","L","L"
"903","L","L","L","L","L","L"
"904","L","H","L","L","L","L"
"905","L","H","L","L","L","L"
"906","L","H","L","L","L","L"
"907","H","L","H","L","L","L"
"908","H","L","H","H","L","L"
"909","H","L","H","H","L","L"
"910","L","L","L","H","L","L"
"911","H","L","H","L","L","H"
"912","H","L","L","H","L","L"
"913","L","L","L","H","L","L"
"914","L","L","L","L","L","L"
"915","L","L","L","L","L","L"
"916","H","L","H","H","L","L"
"917","L","L","L","L","L","L"
"918","L","L","L","L","L","L"
"919","L","L","L","L","L","L"
"920","L","L","L","L","L","L"
"921","L","L","L","L","L","L"
"922","L","L","L","L","L","L"
"923","L","L","L","L","L","L"
"924","L","L","L","H","L","L"
"925","L","L","L","L","L","L"
"926","L","L","L","L","L","L"
"927","L","L","L","L","L","L"
"928","L","L","L","L","L","L"
"929","L","L","L","L","L","L"
"930","L","L","L","L","L","L"
"931","L","L","L","H","L","L"
"932","L","L","L","L","L","L"
"933","L","L","L","L","L","L"
"934","L","L","L","L","L","L"
"935","L","L","L","L","L","L"
"936","L","L","L","L","L","L"
"937","L","L","L","L","L","L"
"938","L","L","L","L","L","L"
"939","L","L","L","L","L","L"
"940","L","L","L","L","L","L"
"941","L","L","L","L","L","L"
"942","L","L","L","L","L","L"
"943","L","L","L","L","L","L"
"944","L","L","L","L","L","L"
"945","L","L","L","L","L","L"
"946","L","L","L","L","L","L"
"947","L","L","L","L","L","L"
"948","L","L","L","L","L","L"
"949","L","H","L","L","L","L"
"950","L","H","L","L","L","L"
"951","L","H","L","L","L","L"
"952","L","H","L","L","L","L"
"953","L","H","H","L","L","L"
"954","L","H","L","L","L","L"
"955","L","H","L","L","L","L"
"956","L","H","H","L","L","L"
"957","L","H","L","L","L","L"
"958","L","H","L","L","L","L"
"959","L","H","L","L","L","L"
"960","L","H","L","L","L","L"
"961","L","H","L","L","L","L"
"962","H","H","H","L","H","H"
"963","L","H","L","L","L","L"
"964","L","H","H","L","H","L"
"965","H","H","H","L","H","H"
"966","H","H","H","L","H","H"
"967","H","H","H","L","H","H"
"968","L","H","L","L","L","L"
"969","H","H","H","L","H","H"
"970","L","H","H","L","H","L"
"971","L","H","L","L","L","L"
"972","L","H","H","L","L","L"
"973","L","H","H","L","L","L"
"974","L","H","H","L","H","L"
"975","L","H","H","L","L","L"
"976","L","L","L","L","L","L"
"977","L","L","L","L","L","L"
"978","L","H","L","L","L","L"
"979","L","L","L","L","L","L"
"980","L","L","L","L","L","L"
"981","L","L","L","L","L","L"
"982","L","L","L","L","L","L"
"983","L","L","L","L","L","L"
"984","L","L","L","L","L","L"
"985","L","L","L","L","L","L"
"986","L","H","L","L","L","L"
"987","L","L","L","L","L","L"
"988","L","L","L","L","L","L"
"989","L","L","L","L","L","L"
"990","L","L","L","L","L","L"
"991","L","L","L","L","L","L"
"992","L","L","L","L","L","L"
"993","L","H","L","L","L","L"
"994","L","H","L","L","L","L"
"995","L","H","L","L","H","L"
"996","L","H","L","L","L","L"
"997","L","H","L","L","H","L"
"998","L","H","L","L","L","L"
"999","L","H","L","L","H","L"
"1000","L","H","L","L","L","H"
"1001","L","H","L","L","H","H"
"1002","L","H","L","L","H","H"
"1003","L","H","L","L","H","H"
"1004","L","H","L","L","H","L"
"1005","L","H","L","L","L","L"
"1006","L","H","L","L","L","L"
"1007","L","H","L","L","H","L"
"1008","L","H","L","L","H","L"
"1009","L","H","L","L","L","L"
"1010","L","H","L","L","L","L"
"1011","L","H","L","L","L","L"
"1012","L","H","L","L","H","L"
"1013","L","H","L","L","L","L"
"1014","L","H","L","L","L","L"
"1015","L","H","L","L","L","L"
"1016","L","H","L","L","H","L"
"1017","L","H","L","L","H","L"
"1018","L","H","L","L","H","L"
"1019","L","H","L","L","H","L"
"1020","L","H","L","L","H","H"
"1021","H","H","H","L","H","H"
"1022","L","H","L","L","H","H"
"1023","H","H","H","L","H","H"
"1024","L","H","L","L","H","H"
"1025","H","H","H","L","H","H"
"1026","L","H","H","L","H","H"
"1027","L","H","L","L","H","H"
"1028","H","H","H","L","H","H"
"1029","H","H","H","L","H","H"
"1030","H","H","H","L","H","H"
"1031","L","H","H","L","H","H"
"1032","L","H","L","L","H","H"
"1033","L","H","L","L","H","H"
"1034","L","H","L","L","H","H"
"1035","L","H","L","L","L","L"
"1036","L","H","L","L","H","H"
"1037","L","H","H","L","H","H"
"1038","L","H","H","L","H","H"
"1039","L","H","L","L","H","H"
"1040","L","H","L","L","L","L"
"1041","L","H","L","L","L","H"
"1042","L","H","L","L","L","H"
"1043","L","H","L","L","L","L"
"1044","L","H","H","L","H","H"
"1045","L","H","H","L","H","H"
"1046","L","H","H","L","H","H"
"1047","L","H","H","L","H","H"
"1048","L","H","H","L","H","H"
"1049","L","H","L","L","H","H"
"1050","L","H","L","L","L","H"
"1051","L","H","L","L","H","H"
"1052","L","H","L","L","L","L"
"1053","L","H","L","L","H","H"
"1054","H","H","H","L","H","H"
"1055","L","H","L","L","H","H"
"1056","L","H","L","L","H","L"
"1057","L","H","H","L","H","H"
"1058","L","H","H","L","H","H"
"1059","L","H","L","L","H","H"
"1060","L","H","L","L","H","H"
"1061","L","H","L","L","H","H"
"1062","L","H","L","L","H","H"
"1063","L","H","L","L","H","H"
"1064","L","H","L","L","H","H"
"1065","L","H","L","L","H","L"
"1066","L","H","L","L","L","L"
"1067","L","H","L","L","L","L"
"1068","L","H","L","L","H","L"
"1069","L","H","L","L","L","L"
"1070","L","L","L","L","L","L"
"1071","L","L","L","L","L","L"
"1072","L","L","L","L","L","L"
"1073","L","L","L","L","L","L"
"1074","L","L","L","L","L","L"
"1075","L","L","L","L","L","L"
"1076","L","L","L","L","L","L"
"1077","L","H","L","L","L","L"
"1078","L","H","L","L","L","L"
"1079","L","H","L","L","L","L"
"1080","L","H","L","L","L","L"
"1081","L","H","L","L","L","L"
"1082","L","H","L","L","L","L"
"1083","L","H","L","L","L","L"
"1084","L","H","L","L","L","L"
"1085","L","H","L","L","L","L"
"1086","L","H","L","L","H","L"
"1087","L","H","L","L","L","H"
"1088","L","H","L","L","L","L"
"1089","L","H","L","L","L","L"
"1090","L","H","L","L","L","L"
"1091","L","H","L","L","L","L"
"1092","L","H","L","L","L","L"
"1093","L","H","L","L","L","L"
"1094","L","H","L","L","L","L"
"1095","L","H","L","L","L","L"
"1096","L","H","L","L","L","L"
"1097","L","H","H","L","H","H"
"1098","L","H","L","L","L","L"
"1099","L","H","L","L","L","L"
"1100","L","H","L","L","L","L"
"1101","L","H","L","L","L","L"
"1102","L","H","L","L","L","L"
"1103","L","H","L","L","L","L"
"1104","L","H","H","L","H","L"
"1105","L","H","H","L","H","H"
"1106","L","H","L","L","L","L"
"1107","L","H","L","L","H","L"
"1108","L","H","H","L","H","L"
"1109","L","H","L","L","L","L"
"1110","L","H","L","L","L","L"
"1111","L","L","L","L","L","L"
"1112","L","L","L","L","L","L"
"1113","L","H","L","L","L","L"
"1114","L","H","L","L","L","L"
"1115","L","H","L","L","H","L"
"1116","L","H","L","L","L","L"
"1117","L","H","L","L","L","L"
"1118","L","H","L","L","L","L"
"1119","L","L","L","L","L","L"
"1120","L","L","L","L","L","L"
"1121","L","H","L","L","L","L"
"1122","L","H","L","L","L","L"
"1123","L","L","L","L","L","L"
"1124","L","L","L","L","L","L"
"1125","L","L","L","L","L","L"
"1126","L","L","L","L","L","L"
"1127","L","L","L","L","L","L"
"1128","L","L","L","L","L","L"
"1129","L","L","L","L","L","L"
"1130","L","L","L","L","L","L"
"1131","L","L","L","L","L","L"
"1132","L","L","L","L","L","L"
"1133","L","H","L","L","L","L"
"1134","L","L","L","L","L","L"
"1135","L","H","L","L","L","L"
"1136","L","H","L","L","L","L"
"1137","L","H","L","L","L","L"
"1138","L","H","L","L","L","L"
"1139","L","H","L","L","L","L"
"1140","L","H","L","L","L","L"
"1141","L","H","L","L","H","L"
"1142","L","H","L","L","L","L"
"1143","L","L","L","L","L","L"
"1144","L","H","L","L","L","L"
"1145","L","H","L","L","L","L"
"1146","L","H","L","L","L","L"
"1147","L","H","L","L","L","L"
"1148","L","H","L","L","L","L"
"1149","L","H","L","L","L","L"
"1150","L","H","L","L","L","L"
"1151","L","H","L","L","L","L"
"1152","L","H","L","L","H","L"
"1153","L","H","L","L","L","L"
"1154","L","H","L","L","L","L"
"1155","L","H","L","L","L","L"
"1156","L","H","L","L","L","L"
"1157","L","H","H","L","H","H"
"1158","L","H","L","L","L","L"
"1159","L","H","H","L","H","L"
"1160","L","H","L","L","H","L"
"1161","L","H","L","L","L","L"
"1162","L","H","L","L","L","L"
"1163","L","H","L","L","L","L"
"1164","L","H","L","L","L","L"
"1165","L","H","L","L","L","L"
"1166","L","H","L","L","L","L"
"1167","L","H","L","L","L","L"
"1168","L","H","L","L","L","L"
"1169","L","L","L","L","L","L"
"1170","L","L","L","L","L","L"
"1171","L","L","L","L","L","L"
"1172","L","L","L","L","L","L"
"1173","H","H","H","H","L","L"
"1174","L","L","L","L","L","L"
"1175","L","L","L","L","L","L"
"1176","L","L","L","L","L","L"
"1177","L","L","L","L","L","L"
"1178","L","L","L","L","L","L"
"1179","L","L","L","H","L","L"
"1180","L","L","L","H","L","L"
"1181","L","L","L","L","L","L"
"1182","L","L","L","L","L","L"
"1183","L","L","L","L","L","L"
"1184","L","L","L","L","L","L"
"1185","L","L","L","L","L","L"
"1186","L","L","L","L","L","L"
"1187","L","L","L","L","L","L"
"1188","L","L","L","L","L","L"
"1189","L","L","L","L","L","L"
"1190","L","L","H","L","L","L"
"1191","L","L","L","L","L","L"
"1192","L","L","L","L","L","L"
"1193","L","L","L","L","L","L"
"1194","L","L","L","L","L","L"
"1195","L","L","L","L","L","L"
"1196","L","L","L","L","L","L"
"1197","L","L","L","L","L","L"
"1198","L","L","L","L","L","L"
"1199","L","L","L","L","L","L"
"1200","L","L","L","L","L","L"
"1201","L","L","L","L","L","L"
"1202","L","L","L","L","L","L"
"1203","L","L","L","L","L","L"
"1204","L","L","L","L","L","L"
"1205","L","L","L","L","L","L"
"1206","L","L","L","L","L","L"
"1207","L","L","L","L","L","L"
"1208","L","L","L","H","L","L"
"1209","L","L","L","H","L","L"
"1210","L","L","L","H","L","L"
"1211","L","L","L","L","L","L"
"1212","L","L","L","H","L","L"
"1213","L","H","L","L","L","L"
"1214","L","H","L","L","L","L"
"1215","L","H","L","L","L","H"
"1216","L","H","L","L","L","L"
"1217","L","H","L","L","L","L"
"1218","L","H","L","L","L","L"
"1219","L","H","L","L","H","H"
"1220","L","H","L","L","H","H"
"1221","H","H","H","L","H","H"
"1222","L","H","L","L","L","L"
"1223","L","H","L","L","L","L"
"1224","L","H","L","L","L","L"
"1225","L","H","L","L","L","L"
"1226","L","H","L","L","L","L"
"1227","L","H","L","L","L","L"
"1228","L","H","L","L","H","L"
"1229","H","H","H","L","H","H"
"1230","L","H","L","L","H","L"
"1231","L","H","L","L","L","L"
"1232","L","H","L","L","H","H"
"1233","L","H","L","L","H","H"
"1234","L","H","L","L","L","L"
"1235","H","H","H","L","H","H"
"1236","H","H","H","L","H","H"
"1237","L","H","H","L","H","H"
"1238","H","H","H","L","H","H"
"1239","L","H","L","L","H","H"
"1240","L","H","L","L","H","H"
"1241","H","H","H","L","H","H"
"1242","L","H","L","L","H","H"
"1243","L","H","L","L","H","H"
"1244","L","H","L","L","H","H"
"1245","L","H","L","L","H","H"
"1246","L","H","L","L","H","H"
"1247","L","H","L","L","H","H"
"1248","H","H","H","L","H","H"
"1249","L","H","L","L","H","L"
"1250","L","H","L","L","L","L"
"1251","L","H","L","L","L","L"
"1252","L","H","L","L","L","L"
"1253","L","H","L","L","H","L"
"1254","L","H","L","L","H","H"
"1255","L","H","L","L","L","L"
"1256","L","H","L","L","H","L"
"1257","L","H","L","L","H","L"
"1258","L","H","H","L","H","H"
"1259","L","H","H","L","H","H"
"1260","L","H","L","L","L","L"
"1261","L","H","L","L","L","H"
"1262","L","H","L","L","L","L"
"1263","L","H","L","L","H","L"
"1264","L","H","L","L","L","L"
"1265","L","H","L","L","L","L"
"1266","L","H","L","L","L","L"
"1267","L","H","L","L","L","L"
"1268","L","H","L","L","H","L"
"1269","L","H","L","L","H","L"
"1270","L","H","L","L","H","H"
"1271","L","H","L","L","L","L"
"1272","L","H","L","L","L","L"
"1273","L","H","L","L","H","L"
"1274","L","H","L","L","H","L"
"1275","L","H","L","L","L","L"
"1276","L","H","L","L","L","L"
"1277","L","H","L","L","H","L"
"1278","L","H","L","L","L","L"
"1279","L","H","L","L","H","H"
"1280","L","H","L","L","H","H"
"1281","L","H","L","L","H","H"
"1282","H","H","H","L","H","H"
"1283","L","H","H","L","H","H"
"1284","L","H","L","L","H","H"
"1285","L","H","L","L","H","H"
"1286","L","H","L","L","H","H"
"1287","L","H","L","L","H","H"
"1288","L","H","H","L","H","H"
"1289","L","H","L","L","H","L"
"1290","L","H","L","L","H","L"
"1291","L","H","L","L","L","L"
"1292","L","H","L","L","H","L"
"1293","L","H","L","L","H","H"
"1294","L","H","L","L","H","L"
"1295","L","H","L","L","H","H"
"1296","L","H","L","L","H","H"
"1297","L","H","L","L","H","H"
"1298","L","H","L","L","H","L"
"1299","L","H","L","L","H","L"
"1300","L","H","L","L","L","L"
"1301","L","H","L","L","H","L"
"1302","L","H","L","L","H","L"
"1303","L","H","L","L","L","L"
"1304","L","H","L","L","H","L"
"1305","H","H","H","L","H","H"
"1306","L","H","L","L","H","H"
"1307","L","H","L","L","L","L"
"1308","L","H","L","L","H","L"
"1309","L","H","L","L","H","L"
"1310","H","H","H","L","H","H"
"1311","L","H","L","L","H","H"
"1312","L","H","L","L","H","L"
"1313","L","H","H","L","H","H"
"1314","H","H","H","L","H","H"
"1315","L","H","L","L","H","H"
"1316","L","H","L","L","L","L"
"1317","L","H","L","L","L","H"
"1318","L","H","L","L","H","H"
"1319","L","H","L","L","H","H"
"1320","H","H","H","L","H","H"
"1321","L","H","L","L","H","L"
"1322","L","H","L","L","H","H"
"1323","L","H","L","L","L","H"
"1324","H","H","H","L","H","H"
"1325","H","H","H","L","H","H"
"1326","H","H","H","L","H","H"
"1327","L","H","L","L","H","H"
"1328","H","H","H","L","H","H"
"1329","L","H","L","L","H","H"
"1330","L","H","L","L","H","H"
"1331","H","H","H","L","H","H"
"1332","L","H","L","L","H","H"
"1333","H","H","H","L","H","H"
"1334","H","H","H","L","H","H"
"1335","H","H","H","L","H","H"
"1336","H","H","H","L","H","H"
"1337","H","H","H","L","H","H"
"1338","H","H","H","L","H","H"
"1339","H","H","H","L","H","H"
"1340","H","H","H","L","H","H"
"1341","H","H","H","L","H","H"
"1342","L","H","L","L","H","H"
"1343","H","H","H","L","H","H"
"1344","H","H","H","L","H","H"
"1345","H","H","H","L","H","H"
"1346","H","H","H","L","H","H"
"1347","H","H","H","L","H","H"
"1348","H","H","H","L","H","H"
"1349","L","H","H","L","H","H"
"1350","H","H","H","L","H","H"
"1351","L","H","L","L","H","H"
"1352","H","H","H","L","H","H"
"1353","H","H","H","L","H","H"
"1354","H","H","H","L","H","H"
"1355","H","H","H","L","H","H"
"1356","H","H","H","L","H","H"
"1357","H","H","H","L","H","H"
"1358","H","H","H","L","H","H"
"1359","H","H","H","L","H","H"
"1360","H","H","H","L","H","H"
"1361","H","H","H","L","H","H"
"1362","H","H","H","L","H","H"
"1363","H","H","H","L","H","H"
"1364","H","H","H","L","H","H"
"1365","H","H","H","L","H","H"
"1366","H","H","H","L","H","H"
"1367","L","H","L","L","L","H"
"1368","L","H","L","L","H","H"
"1369","H","H","H","L","H","H"
"1370","H","H","H","L","H","H"
"1371","H","H","H","L","H","H"
"1372","H","H","H","L","H","H"
"1373","H","H","H","L","H","H"
"1374","H","H","H","L","H","H"
"1375","H","H","H","L","H","H"
"1376","H","H","H","L","H","H"
"1377","H","H","H","L","H","H"
"1378","H","H","H","L","H","H"
"1379","H","H","H","L","H","H"
"1380","H","H","H","L","H","H"
"1381","H","H","H","L","H","H"
"1382","H","H","H","L","H","H"
"1383","H","H","H","L","H","H"
"1384","H","H","H","L","H","H"
"1385","H","H","H","L","H","H"
"1386","H","H","H","L","H","H"
"1387","H","H","H","L","H","H"
"1388","H","H","H","L","H","H"
"1389","H","H","H","L","H","H"
"1390","H","H","H","L","H","H"
"1391","H","H","H","L","H","H"
"1392","H","H","H","L","H","H"
"1393","H","H","H","L","H","H"
"1394","H","H","H","L","H","H"
"1395","H","H","H","L","H","H"
"1396","H","H","H","L","H","H"
"1397","H","H","H","L","H","H"
"1398","H","H","H","L","H","H"
"1399","H","H","H","L","H","H"
"1400","H","H","H","L","H","H"
"1401","H","H","H","L","H","H"
"1402","H","H","H","L","H","H"
"1403","H","H","H","L","H","H"
"1404","H","H","H","L","H","H"
"1405","H","H","H","L","H","H"
"1406","H","H","H","L","H","H"
"1407","H","H","H","L","H","H"
"1408","H","H","H","L","H","H"
"1409","H","H","H","L","H","H"
"1410","H","H","H","L","H","H"
"1411","H","H","H","L","H","H"
"1412","H","H","H","L","H","H"
"1413","H","H","H","L","H","H"
"1414","H","H","H","L","H","H"
"1415","H","H","H","L","H","H"
"1416","H","H","H","L","H","H"
"1417","H","H","H","L","H","H"
"1418","H","H","H","L","H","H"
"1419","H","H","H","L","H","H"
"1420","H","H","H","L","H","H"
"1421","H","H","H","L","H","H"
"1422","H","H","H","L","H","H"
"1423","H","H","H","L","H","H"
"1424","H","H","H","L","H","H"
"1425","H","H","H","L","H","H"
"1426","H","H","H","L","H","H"
"1427","H","H","H","L","H","H"
"1428","H","H","H","L","H","H"
"1429","H","H","H","L","H","H"
"1430","H","H","H","L","H","H"
"1431","H","H","H","L","H","H"
"1432","H","H","H","L","H","H"
"1433","H","H","H","L","H","H"
"1434","H","H","H","L","H","H"
"1435","H","H","H","L","H","H"
"1436","H","H","H","L","H","H"
"1437","H","H","H","L","H","H"
"1438","H","H","H","L","H","H"
"1439","H","H","H","L","H","H"
