"","1,3-Butadiene","Acetaldehyde","Benzene","Cyanide Compounds","Diesel Pm","Toluene"
"1978","H","H","H","H","H","H"
"1979","H","H","H","H","H","H"
"1980","H","H","H","H","H","H"
"1981","H","H","H","H","H","H"
"1982","H","H","H","H","H","H"
"1983","H","H","L","H","H","H"
"1984","H","H","H","H","H","H"
"1985","H","H","H","H","H","H"
"1986","H","H","H","H","H","H"
"1987","H","H","H","H","H","H"
"1988","H","H","L","H","H","H"
"1989","H","H","H","H","H","H"
"1990","H","H","H","H","H","H"
"1991","H","H","H","H","H","H"
"1992","H","H","H","H","H","H"
"1993","H","H","H","H","H","H"
"1994","H","H","H","H","H","H"
"1995","H","H","H","H","H","H"
"1996","H","H","H","H","H","H"
"1997","H","H","H","H","H","H"
"1998","H","H","H","H","H","H"
"1999","H","H","H","H","H","H"
"2000","H","H","H","H","H","H"
"2001","H","H","H","H","H","H"
"2002","H","H","H","H","H","H"
"2003","H","H","H","H","H","H"
"2004","H","H","H","H","H","H"
"2005","H","H","H","H","H","H"
"2006","H","H","H","H","H","H"
"2007","H","H","H","H","H","H"
"2008","H","H","H","H","H","H"
"2009","H","H","H","H","H","H"
"2010","H","H","H","H","H","H"
"2011","H","H","H","H","H","H"
"2012","H","H","H","H","H","H"
"2013","H","H","H","H","H","H"
"2014","H","H","H","H","H","H"
"2015","H","H","H","H","H","H"
"2016","H","H","H","H","H","H"
"2017","H","H","L","H","H","H"
"2018","H","H","H","H","H","H"
"2019","H","H","H","H","H","H"
"2020","H","H","H","H","H","H"
"2021","H","H","H","H","H","H"
"2022","H","H","H","H","H","H"
"2023","H","H","H","H","H","H"
"2024","H","H","H","H","H","H"
"2025","H","H","H","H","H","H"
"2026","H","H","H","H","H","H"
"2027","H","H","H","H","H","H"
"2028","H","H","H","H","H","H"
"2029","H","H","H","H","H","H"
"2030","H","H","H","H","H","H"
"2031","H","H","H","H","H","H"
"2032","H","H","H","H","H","H"
"2033","H","H","H","H","H","H"
"2034","H","H","H","H","H","H"
"2035","H","H","H","H","H","H"
"2036","H","H","L","H","H","H"
"2037","L","H","L","L","L","L"
"2038","L","H","L","L","H","L"
"2039","L","H","L","H","H","L"
"2040","L","H","L","L","H","L"
"2041","L","H","L","L","L","L"
"2042","H","H","H","H","H","H"
"2043","H","H","L","H","H","H"
"2044","L","H","L","H","L","L"
"2045","H","H","H","H","H","H"
"2046","L","L","L","L","L","L"
"2047","L","H","L","L","H","L"
"2048","H","H","H","L","H","H"
"2049","H","H","H","H","H","H"
"2050","H","H","H","H","H","H"
"2051","H","H","H","H","H","H"
"2052","H","H","H","H","H","H"
"2053","H","H","H","H","H","H"
"2054","H","H","H","H","H","H"
"2055","H","H","H","H","H","H"
"2056","H","H","H","H","H","H"
"2057","H","H","H","H","H","H"
"2058","H","H","H","H","H","H"
"2059","H","H","H","H","H","H"
"2060","H","H","H","H","H","H"
"2061","H","H","H","H","H","H"
"2062","H","H","H","H","H","H"
"2063","H","H","H","H","H","H"
"2064","H","H","H","H","H","H"
"2065","H","H","H","H","H","H"
"2066","H","H","H","H","H","H"
"2067","H","H","H","H","H","H"
"2068","H","H","H","H","H","H"
"2069","H","H","H","H","H","H"
"2070","H","H","H","H","H","H"
"2071","H","H","H","H","H","H"
"2072","H","H","H","H","H","H"
"2073","H","H","H","H","H","H"
"2074","H","H","H","H","H","H"
"2075","H","H","H","H","H","H"
"2076","H","H","H","H","H","H"
"2077","H","H","H","H","H","H"
"2078","H","H","H","H","H","H"
"2079","H","H","H","H","H","H"
"2080","H","H","H","H","H","H"
"2081","H","H","H","H","H","H"
"2082","H","H","H","H","H","H"
"2083","H","H","H","H","H","H"
"2084","H","H","H","H","H","H"
"2085","H","H","H","H","H","H"
"2086","H","H","H","H","H","H"
"2087","H","H","H","H","H","H"
"2088","H","H","H","H","H","H"
"2089","H","H","H","H","H","H"
"2090","H","H","H","H","H","H"
"2091","H","H","H","H","H","H"
"2092","H","H","H","H","H","H"
"2093","H","H","H","H","H","H"
"2094","H","H","H","H","H","H"
"2095","H","H","H","H","H","H"
"2096","H","H","H","H","H","H"
"2097","H","H","H","H","H","H"
"2098","H","H","H","H","H","H"
"2099","H","H","H","H","H","H"
"2100","H","H","H","H","H","H"
"2101","H","H","H","H","H","H"
"2102","H","H","H","H","H","H"
"2103","H","H","H","H","H","H"
"2104","H","H","H","H","H","H"
"2105","H","H","H","H","H","H"
"2106","H","H","H","H","H","H"
"2107","H","H","H","H","H","H"
"2108","H","H","H","H","H","H"
"2109","H","H","H","H","H","H"
"2110","H","H","H","H","H","H"
"2111","H","H","H","H","H","H"
"2112","H","H","H","H","H","H"
"2113","H","H","H","H","H","H"
"2114","H","H","H","H","H","H"
"2115","H","H","H","H","H","H"
"2116","H","H","H","H","H","H"
"2117","H","L","H","H","H","H"
"2118","H","L","H","H","H","H"
"2119","H","L","H","H","H","H"
"2120","H","L","H","H","H","H"
"2121","H","L","H","H","H","H"
"2122","H","H","H","H","H","H"
"2123","H","H","H","H","H","H"
"2124","H","L","H","H","H","H"
"2125","H","H","H","H","H","H"
"2126","H","L","H","H","H","H"
"2127","H","H","H","H","H","H"
"2128","H","H","H","H","H","H"
"2129","H","H","H","H","H","H"
"2130","H","H","H","H","H","H"
"2131","H","H","H","H","H","H"
"2132","H","H","H","H","H","H"
"2133","H","H","H","H","H","H"
"2134","H","H","H","H","H","H"
"2135","H","H","H","H","H","H"
"2136","H","H","H","H","H","H"
"2137","H","H","H","H","H","H"
"2138","H","H","H","H","H","H"
"2139","H","H","H","H","H","H"
"2140","H","H","H","H","H","H"
"2141","H","H","H","H","H","H"
"2142","H","H","H","H","H","H"
"2143","H","H","H","H","H","H"
"2144","H","H","H","H","H","H"
"2145","H","H","H","H","H","H"
"2146","H","H","H","H","H","H"
"2147","H","H","H","H","H","H"
"2148","H","L","H","H","H","L"
"2149","H","H","H","H","H","H"
"2150","H","H","H","H","H","H"
"2151","H","H","H","H","H","H"
"2152","H","H","H","H","H","H"
"2153","H","H","H","H","H","H"
"2154","H","L","H","H","H","H"
"2155","H","L","H","H","H","H"
"2156","H","L","H","H","H","H"
"2157","H","L","H","H","H","H"
"2158","H","L","H","H","H","H"
"2159","H","L","H","H","H","H"
"2160","H","L","H","H","H","H"
"2161","H","L","L","H","H","H"
"2162","H","L","H","H","H","H"
"2163","L","L","L","H","H","L"
"2164","H","H","H","H","H","H"
"2165","H","L","H","H","H","H"
"2166","H","L","H","H","H","H"
"2167","H","L","H","H","H","H"
"2168","H","L","H","H","H","H"
"2169","H","L","H","H","H","H"
"2170","H","L","H","H","H","H"
"2171","H","L","H","H","H","H"
"2172","L","L","L","H","H","H"
"2173","H","L","H","H","H","H"
"2174","H","L","H","H","H","H"
"2175","H","L","H","H","H","H"
"2176","H","L","H","H","H","H"
"2177","H","L","H","H","H","H"
"2178","H","L","L","H","H","H"
"2179","L","L","L","H","H","L"
"2180","L","L","L","H","H","L"
"2181","H","L","H","H","H","H"
"2182","L","L","L","H","H","L"
"2183","L","L","L","H","H","L"
"2184","L","L","L","H","H","L"
"2185","L","L","L","H","H","L"
"2186","L","L","L","H","H","H"
"2187","L","L","L","H","H","L"
"2188","L","L","L","H","H","L"
"2189","L","L","L","H","H","L"
"2190","H","L","H","H","H","H"
"2191","L","L","L","H","H","L"
"2192","L","L","L","H","H","L"
"2193","L","L","L","H","H","L"
"2194","L","L","L","H","L","L"
"2195","L","L","L","H","L","L"
"2196","L","L","L","H","L","L"
"2197","L","L","L","H","H","L"
"2198","L","L","L","H","H","L"
"2199","L","H","L","L","L","L"
"2200","L","H","L","L","L","L"
"2201","L","H","L","L","L","L"
"2202","L","H","L","L","H","L"
"2203","L","H","L","L","H","L"
"2204","L","H","L","L","H","L"
"2205","L","H","L","L","L","L"
"2206","L","H","L","L","L","L"
"2207","L","H","L","L","L","L"
"2208","L","H","L","L","H","L"
"2209","L","H","L","L","L","L"
"2210","L","H","L","L","H","H"
"2211","H","H","H","L","H","H"
"2212","H","H","H","L","H","H"
"2213","H","H","H","L","H","H"
"2214","H","H","H","L","H","H"
"2215","H","H","H","L","H","H"
"2216","H","H","H","L","H","H"
"2217","L","H","L","L","L","H"
"2218","H","H","H","L","L","H"
"2219","H","H","H","L","H","H"
"2220","H","H","H","L","H","H"
"2221","H","H","H","L","H","H"
"2222","H","H","H","L","H","H"
"2223","H","H","H","L","H","H"
"2224","H","H","H","L","H","H"
"2225","H","H","H","L","H","H"
"2226","H","H","H","L","H","H"
"2227","H","H","H","L","H","H"
"2228","H","H","H","L","H","H"
"2229","H","H","H","L","H","H"
"2230","H","H","H","L","H","H"
"2231","H","H","H","L","H","H"
"2232","H","H","H","L","H","H"
"2233","H","H","H","L","H","H"
"2234","H","H","H","L","H","H"
"2235","H","H","H","L","H","H"
"2236","H","H","H","L","H","H"
"2237","H","H","H","L","H","H"
"2238","H","H","H","L","H","H"
"2239","H","H","H","L","H","H"
"2240","H","H","H","L","H","H"
"2241","H","H","H","L","H","H"
"2242","H","H","H","L","H","H"
"2243","L","H","L","L","L","L"
"2244","H","H","H","L","H","H"
"2245","H","H","H","L","H","H"
"2246","L","H","L","L","L","H"
"2247","H","H","H","L","H","H"
"2248","H","H","H","L","H","H"
"2249","H","H","H","L","H","H"
"2250","H","H","H","L","H","H"
"2251","H","H","H","L","H","H"
"2252","H","H","H","L","H","H"
"2253","H","H","H","L","H","H"
"2254","H","H","H","L","H","H"
"2255","H","H","H","L","H","H"
"2256","H","H","H","L","H","H"
"2257","H","H","H","L","L","H"
"2258","H","H","H","L","H","H"
"2259","H","H","H","L","H","H"
"2260","H","H","H","L","H","H"
"2261","H","H","H","L","H","H"
"2262","H","H","H","L","H","H"
"2263","H","H","H","L","H","H"
"2264","H","H","H","L","H","H"
"2265","H","H","H","L","H","H"
"2266","L","L","L","L","L","L"
"2267","L","H","L","L","L","H"
"2268","L","H","L","L","H","H"
"2269","L","H","L","L","H","H"
"2270","L","H","L","L","H","H"
"2271","L","H","L","L","L","L"
"2272","L","H","L","L","L","L"
"2273","L","H","L","L","H","L"
"2274","L","H","L","L","L","L"
"2275","L","H","L","L","H","H"
"2276","L","H","L","L","L","H"
"2277","L","H","L","L","L","L"
"2278","L","H","L","L","L","L"
"2279","L","H","L","L","L","L"
"2280","L","H","L","L","L","L"
"2281","L","H","H","L","H","H"
"2282","L","H","L","L","L","L"
"2283","L","H","L","L","L","L"
"2284","L","H","L","L","L","L"
"2285","L","H","L","L","L","L"
"2286","L","H","L","L","L","L"
"2287","L","H","L","L","L","L"
"2288","L","H","L","L","H","L"
"2289","L","H","L","L","L","H"
"2290","L","H","L","L","H","H"
"2291","L","H","L","L","H","H"
"2292","L","H","L","L","H","H"
"2293","L","H","L","L","H","L"
"2294","L","H","L","L","H","L"
"2295","L","H","H","L","H","H"
"2296","L","H","H","L","H","H"
"2297","L","H","L","L","L","H"
"2298","H","H","H","L","H","H"
"2299","L","H","L","L","L","H"
"2300","L","H","L","L","H","H"
"2301","L","H","H","L","H","H"
"2302","H","H","H","L","H","H"
"2303","H","H","H","L","H","H"
"2304","L","H","H","L","H","H"
"2305","L","H","L","L","H","H"
"2306","L","H","H","L","H","H"
"2307","H","H","H","L","H","H"
"2308","L","H","H","L","H","H"
"2309","H","H","H","L","H","H"
"2310","L","H","H","L","H","H"
"2311","L","H","L","L","H","H"
"2312","H","H","H","L","H","H"
"2313","L","H","H","L","H","H"
"2314","H","H","H","L","H","H"
"2315","H","H","H","L","H","H"
"2316","L","H","L","L","H","H"
"2317","L","H","L","L","H","H"
"2318","L","H","H","L","H","H"
"2319","L","H","L","L","H","H"
"2320","H","H","H","L","H","H"
"2321","L","H","H","L","H","H"
"2322","L","H","H","L","H","H"
"2323","L","H","H","L","L","H"
"2324","L","H","H","L","H","H"
"2325","L","H","L","L","L","H"
"2326","L","H","L","L","L","H"
"2327","L","H","H","L","H","H"
"2328","L","H","H","L","H","H"
"2329","L","H","H","L","H","H"
"2330","H","H","H","L","H","H"
"2331","H","H","H","L","H","H"
"2332","H","H","H","L","H","H"
"2333","H","H","H","L","H","H"
"2334","L","H","L","L","H","H"
"2335","H","H","H","H","H","H"
"2336","H","H","H","H","H","H"
"2337","H","H","H","H","H","H"
"2338","H","H","H","L","H","H"
"2339","H","H","H","L","H","H"
"2340","L","H","L","L","H","H"
"2341","H","H","H","L","H","H"
"2342","H","H","H","L","H","H"
"2343","L","H","L","L","H","H"
"2344","L","H","L","L","H","H"
"2345","H","H","H","H","H","H"
"2346","H","H","H","L","H","H"
"2347","L","H","L","L","H","H"
"2348","L","H","L","H","H","H"
"2349","H","H","H","H","H","H"
"2350","H","H","H","H","H","H"
"2351","L","H","L","L","H","H"
"2352","L","H","L","L","H","H"
"2353","L","H","L","L","L","H"
"2354","L","H","L","L","L","H"
"2355","L","H","L","L","L","H"
"2356","H","H","H","H","H","H"
"2357","L","H","L","L","H","H"
"2358","L","H","H","L","H","H"
"2359","L","H","L","L","L","H"
"2360","L","H","L","L","L","H"
"2361","L","H","H","L","H","H"
"2362","L","H","L","L","H","H"
"2363","L","H","L","L","H","H"
"2364","L","H","L","L","L","H"
"2365","L","H","H","L","H","H"
"2366","L","H","L","L","H","H"
"2367","L","H","L","L","H","H"
"2368","L","H","H","L","H","H"
"2369","L","H","L","L","L","H"
"2370","L","H","L","L","L","H"
"2371","L","H","H","L","H","H"
"2372","L","H","H","L","H","H"
"2373","L","H","H","L","H","H"
"2374","L","H","H","L","H","H"
"2375","L","H","H","L","H","H"
"2376","L","H","H","L","H","H"
"2377","L","H","H","L","H","H"
"2378","L","H","L","L","H","H"
"2379","H","H","H","H","H","H"
"2380","H","H","H","H","H","H"
"2381","H","H","H","H","H","H"
"2382","H","H","H","H","H","H"
"2383","H","H","H","H","H","H"
"2384","H","H","H","H","H","H"
"2385","H","H","H","L","H","H"
"2386","H","H","L","L","H","H"
"2387","H","H","H","L","H","H"
"2388","L","H","H","L","H","H"
"2389","L","H","H","L","H","H"
"2390","L","H","L","L","L","H"
"2391","L","H","L","L","H","H"
"2392","L","H","L","L","H","H"
"2393","H","H","H","L","H","H"
"2394","H","H","H","H","H","H"
"2395","H","H","H","L","H","H"
"2396","H","H","H","L","H","H"
"2397","L","H","H","L","H","H"
"2398","H","H","H","L","H","H"
"2399","H","H","H","L","H","H"
"2400","H","H","H","L","H","H"
"2401","H","H","H","L","H","H"
"2402","L","H","H","L","H","H"
"2403","L","H","L","L","H","H"
"2404","L","H","H","L","H","H"
"2405","L","H","H","L","H","H"
"2406","H","H","H","L","H","H"
"2407","H","H","H","L","H","H"
"2408","L","H","L","L","H","H"
"2409","L","H","H","L","H","H"
"2410","H","H","H","L","H","H"
"2411","L","H","H","L","H","H"
"2412","H","H","H","L","H","H"
"2413","H","H","H","H","H","H"
"2414","H","H","H","H","H","H"
"2415","H","H","H","H","H","H"
"2416","H","H","H","H","H","H"
"2417","H","H","H","H","H","H"
"2418","H","H","H","H","H","H"
"2419","H","H","H","H","H","H"
"2420","H","H","H","H","H","H"
"2421","H","H","H","H","H","H"
"2422","H","H","H","H","H","H"
"2423","H","H","H","H","H","H"
"2424","H","H","H","H","H","H"
"2425","H","H","H","H","H","H"
"2426","H","H","H","H","H","H"
"2427","H","H","H","H","H","H"
"2428","H","H","H","H","H","H"
"2429","H","H","H","H","H","H"
"2430","H","H","H","H","H","H"
"2431","H","H","H","H","H","H"
"2432","H","H","H","H","H","H"
"2433","H","H","H","H","H","H"
"2434","H","H","H","H","H","H"
"2435","H","H","H","H","H","H"
"2436","H","H","H","H","H","H"
"2437","H","H","H","H","H","H"
"2438","H","H","H","H","H","H"
"2439","L","H","L","H","H","H"
"2440","L","H","L","H","H","H"
"2441","H","H","H","H","H","H"
"2442","H","H","H","H","H","H"
"2443","H","H","H","H","H","H"
"2444","H","H","H","H","H","H"
"2445","H","H","H","H","H","H"
"2446","H","H","H","H","H","H"
"2447","H","H","H","H","H","H"
"2448","H","H","H","H","H","H"
"2449","H","H","H","H","H","H"
"2450","H","H","H","H","H","H"
"2451","H","H","H","H","H","H"
"2452","H","H","H","H","H","H"
"2453","H","H","H","H","H","H"
"2454","H","H","H","H","H","H"
"2455","H","H","H","H","H","H"
"2456","H","H","H","H","H","H"
"2457","H","H","H","H","H","H"
"2458","H","H","H","H","H","H"
"2459","H","H","H","H","H","H"
"2460","H","H","H","H","H","H"
"2461","H","H","H","H","H","H"
"2462","H","H","H","H","H","H"
"2463","H","H","H","H","H","H"
"2464","H","H","H","H","H","H"
"2465","H","H","H","H","H","H"
"2466","L","H","L","H","H","H"
"2467","H","H","H","H","H","H"
"2468","H","H","H","H","H","H"
"2469","H","H","H","H","H","H"
"2470","H","H","H","H","H","H"
"2471","L","H","L","H","H","H"
"2472","H","H","H","H","H","H"
"2473","H","H","H","H","H","H"
"2474","H","H","H","H","H","H"
"2475","H","H","H","H","H","H"
"2476","H","H","H","H","H","H"
"2477","H","H","H","H","H","H"
"2478","H","H","H","L","H","H"
"2479","L","H","L","L","L","H"
"2480","L","H","L","L","L","L"
"2481","L","H","H","L","H","H"
"2482","L","H","L","L","H","H"
"2483","L","H","L","L","L","L"
"2484","L","H","L","L","L","L"
"2485","L","H","L","L","L","H"
"2486","L","H","L","L","L","L"
"2487","L","H","L","L","L","L"
"2488","L","H","L","L","L","H"
"2489","L","H","L","L","H","H"
"2490","L","H","H","L","H","H"
"2491","L","H","L","L","H","H"
"2492","H","H","H","L","H","H"
"2493","H","H","H","L","H","H"
"2494","H","H","H","L","H","H"
"2495","L","H","H","L","H","H"
"2496","L","H","H","L","H","H"
"2497","H","H","H","L","H","H"
"2498","H","H","H","L","H","H"
"2499","L","H","L","L","L","H"
"2500","L","H","L","L","L","H"
"2501","H","H","H","L","H","H"
"2502","L","H","H","L","H","H"
"2503","L","H","H","L","H","H"
"2504","L","H","H","L","H","H"
"2505","H","H","H","L","H","H"
"2506","L","H","H","L","H","H"
"2507","L","H","H","L","H","H"
"2508","L","H","H","L","H","H"
"2509","H","H","H","L","H","H"
"2510","H","H","H","L","H","H"
"2511","H","H","H","L","H","H"
"2512","H","H","H","L","H","H"
"2513","H","H","H","H","H","H"
"2514","H","H","H","H","H","H"
"2515","H","H","H","H","H","H"
"2516","H","H","H","H","H","H"
"2517","H","H","H","H","H","H"
"2518","H","H","H","H","H","H"
"2519","H","H","H","L","H","H"
"2520","H","H","H","H","H","H"
"2521","H","H","H","H","H","H"
"2522","H","H","H","H","H","H"
"2523","H","H","H","H","H","H"
"2524","H","H","H","H","H","H"
"2525","H","H","H","H","H","H"
"2526","H","H","H","H","H","H"
"2527","H","H","H","H","H","H"
"2528","H","H","H","H","H","H"
"2529","H","H","H","H","H","H"
"2530","H","H","H","H","H","H"
"2531","H","H","H","H","H","H"
"2532","H","H","H","H","H","H"
"2533","H","H","H","H","H","H"
"2534","H","H","H","H","H","H"
"2535","H","H","H","H","H","H"
"2536","H","H","H","H","H","H"
"2537","H","H","H","H","H","H"
"2538","H","H","H","H","H","H"
"2539","H","H","H","H","H","H"
"2540","H","H","H","H","H","H"
"2541","H","H","H","H","H","H"
"2542","H","H","H","H","H","H"
"2543","H","H","H","H","H","H"
"2544","H","H","H","H","H","H"
"2545","H","H","H","H","H","H"
"2546","H","H","H","H","H","H"
"2547","H","H","H","H","H","H"
"2548","H","H","H","H","H","H"
"2549","H","H","H","H","H","H"
"2550","H","H","H","H","H","H"
"2551","L","H","L","L","L","L"
"2552","L","H","L","L","L","L"
"2553","L","H","L","L","L","L"
"2554","L","H","L","L","L","L"
"2555","L","H","L","L","L","L"
"2556","L","H","L","L","L","L"
"2557","L","H","L","L","L","L"
"2558","L","H","L","L","H","L"
"2559","L","H","L","L","L","L"
"2560","L","H","L","L","L","L"
"2561","L","H","L","L","L","L"
"2562","L","H","L","L","H","L"
"2563","L","H","L","L","L","L"
"2564","L","H","L","L","L","L"
"2565","L","H","L","L","L","L"
"2566","L","H","L","L","L","H"
"2567","L","H","L","L","L","H"
"2568","L","H","L","L","L","L"
"2569","L","H","L","L","L","L"
"2570","H","H","H","L","H","H"
"2571","H","H","L","L","H","H"
"2572","H","H","H","L","H","H"
"2573","H","H","H","L","H","H"
"2574","H","H","H","L","H","H"
"2575","H","H","H","L","H","H"
"2576","H","H","H","L","L","H"
"2577","H","H","H","L","H","H"
"2578","H","H","H","L","H","H"
"2579","H","H","H","L","H","H"
"2580","H","H","H","L","H","H"
"2581","H","H","L","L","L","H"
"2582","L","H","L","L","L","H"
"2583","L","H","L","L","L","H"
"2584","H","H","H","L","H","H"
"2585","H","H","H","L","H","H"
"2586","L","H","H","L","H","H"
"2587","L","H","L","L","L","H"
"2588","H","H","H","L","H","H"
"2589","L","H","H","L","H","H"
"2590","L","H","H","L","H","H"
"2591","H","H","H","L","H","H"
"2592","H","H","H","L","H","H"
"2593","H","H","H","L","H","H"
"2594","H","H","H","L","H","H"
"2595","H","H","H","L","H","H"
"2596","H","H","H","L","H","H"
"2597","H","H","H","L","H","H"
"2598","H","H","H","L","H","H"
"2599","H","H","H","L","H","H"
"2600","H","H","H","H","H","H"
"2601","H","H","H","L","H","H"
"2602","H","H","H","L","H","H"
"2603","H","H","H","L","H","H"
"2604","H","H","H","L","H","H"
"2605","H","H","H","L","H","H"
"2606","H","H","H","L","H","H"
"2607","H","H","H","H","H","H"
"2608","H","H","H","H","H","H"
"2609","H","H","H","H","H","H"
"2610","H","H","H","H","H","H"
"2611","H","H","H","H","H","H"
"2612","H","H","H","H","H","H"
"2613","H","H","H","H","H","H"
"2614","H","H","H","H","H","H"
"2615","H","H","H","H","H","H"
"2616","H","H","H","H","H","H"
"2617","H","H","H","H","H","H"
"2618","H","H","H","H","H","H"
"2619","H","H","H","H","H","H"
"2620","H","H","H","H","H","H"
"2621","H","H","H","H","H","H"
"2622","H","H","H","H","H","H"
"2623","H","H","H","H","H","H"
"2624","H","H","H","H","H","H"
"2625","H","H","H","H","H","H"
"2626","H","H","H","H","H","H"
"2627","H","H","H","H","H","H"
"2628","H","H","H","H","H","H"
"2629","H","H","H","H","H","H"
"2630","H","H","H","H","H","H"
"2631","H","H","H","H","H","H"
"2632","H","H","H","H","H","H"
"2633","H","H","H","H","H","H"
"2634","H","H","H","H","H","H"
"2635","H","H","H","H","H","H"
"2636","H","H","H","H","H","H"
"2637","H","H","H","H","H","H"
"2638","H","H","H","H","H","H"
"2639","H","H","H","H","H","H"
"2640","H","H","H","H","H","H"
"2641","H","H","H","H","H","H"
"2642","H","H","H","H","H","H"
"2643","H","H","H","H","H","H"
"2644","H","H","H","H","H","H"
"2645","H","H","H","H","H","H"
"2646","H","H","H","H","H","H"
"2647","H","H","H","H","H","H"
"2648","H","H","H","H","H","H"
"2649","H","H","H","H","H","H"
"2650","H","H","H","H","H","H"
"2651","H","H","H","H","H","H"
"2652","H","H","H","H","H","H"
"2653","H","H","H","H","H","H"
"2654","H","H","H","H","H","H"
"2655","H","H","H","H","H","H"
"2656","H","H","H","H","H","H"
"2657","H","H","H","H","H","H"
"2658","H","H","H","H","H","H"
"2659","H","H","H","H","H","H"
"2660","H","H","H","H","H","H"
"2661","H","H","H","H","H","H"
"2662","H","H","H","H","H","H"
"2663","H","H","H","H","H","H"
"2664","H","H","H","H","H","H"
"2665","L","H","L","H","H","H"
"2666","H","H","H","H","H","H"
"2667","H","H","H","H","H","H"
"2668","H","H","H","H","H","H"
"2669","H","H","H","H","H","H"
"2670","H","H","H","H","H","H"
"2671","H","H","H","H","H","H"
"2672","H","H","H","H","H","H"
"2673","H","H","H","H","H","H"
"2674","H","H","H","H","H","H"
"2675","H","H","H","H","H","H"
"2676","H","H","H","H","H","H"
"2677","H","H","H","H","H","H"
"2678","H","H","H","H","H","H"
"2679","H","H","H","H","H","H"
"2680","H","H","H","H","H","H"
"2681","H","H","H","H","H","H"
"2682","H","H","H","H","H","H"
"2683","H","H","H","H","H","H"
"2684","H","H","H","H","H","H"
"2685","H","H","H","H","H","H"
"2686","H","H","H","H","H","H"
"2687","H","H","H","H","H","H"
"2688","H","H","H","H","H","H"
"2689","H","H","H","H","H","H"
"2690","H","H","H","H","H","H"
"2691","H","H","H","H","H","H"
"2692","H","H","H","H","H","H"
"2693","H","H","H","H","H","H"
"2694","H","H","H","H","H","H"
"2695","H","H","H","H","H","H"
"2696","H","H","H","H","H","H"
"2697","H","H","H","H","H","H"
"2698","H","H","H","H","H","H"
"2699","H","H","H","H","H","H"
"2700","H","H","H","H","H","H"
"2701","H","H","H","H","H","H"
"2702","H","H","H","H","H","H"
"2703","H","H","H","H","H","H"
"2704","H","H","H","H","H","H"
"2705","H","H","H","H","H","H"
"2706","H","H","H","H","H","H"
"2707","H","H","H","H","H","H"
"2708","H","H","H","H","H","H"
"2709","H","H","H","H","H","H"
"2710","H","H","H","H","H","H"
"2711","H","H","H","H","H","H"
"2712","H","H","H","H","H","H"
"2713","H","H","H","H","H","H"
"2714","H","H","H","H","H","H"
"2715","H","H","H","H","H","H"
"2716","H","H","H","H","H","H"
"2717","H","H","H","H","H","H"
"2718","H","H","H","H","H","H"
"2719","H","H","H","H","H","H"
"2720","H","H","H","H","H","H"
"2721","H","H","H","H","H","H"
"2722","H","H","H","H","H","H"
"2723","H","H","H","H","H","H"
"2724","H","H","H","H","H","H"
"2725","H","H","H","H","H","H"
"2726","H","H","H","H","H","H"
"2727","H","H","H","H","H","H"
"2728","H","H","H","H","H","H"
"2729","H","H","H","H","H","H"
"2730","H","H","H","H","H","H"
"2731","H","H","H","H","H","H"
"2732","H","H","H","H","H","H"
"2733","H","H","H","H","H","H"
"2734","H","H","H","H","H","H"
"2735","H","H","H","H","H","H"
"2736","H","H","H","H","H","H"
"2737","H","H","H","H","H","H"
"2738","H","H","H","H","H","H"
"2739","H","H","H","H","H","H"
"2740","H","H","H","H","H","H"
"2741","H","H","H","H","H","H"
"2742","H","H","H","H","H","H"
"2743","H","H","H","H","H","H"
"2744","H","H","H","H","H","H"
"2745","H","H","H","H","H","H"
"2746","H","H","H","H","H","H"
"2747","H","H","H","H","H","H"
"2748","H","H","H","H","H","H"
"2749","H","H","H","H","H","H"
"2750","H","H","H","H","H","H"
"2751","H","H","H","H","H","H"
"2752","H","H","H","H","H","H"
"2753","H","H","H","H","H","H"
"2754","H","H","H","H","H","H"
"2755","H","H","H","H","H","H"
"2756","H","H","H","H","H","H"
"2757","H","H","H","H","H","H"
"2758","H","H","H","H","H","H"
"2759","H","H","H","H","H","H"
"2760","H","H","H","H","H","H"
"2761","H","H","H","H","H","H"
"2762","H","H","H","H","H","H"
"2763","H","H","H","H","H","H"
"2764","H","H","H","H","H","H"
"2765","H","H","H","H","H","H"
"2766","H","H","H","H","H","H"
"2767","H","H","H","H","H","H"
"2768","H","H","H","H","H","H"
"2769","H","H","H","H","H","H"
"2770","H","H","H","H","H","H"
"2771","H","H","H","H","H","H"
"2772","H","H","H","H","H","H"
"2773","H","H","H","H","H","H"
"2774","H","H","H","H","H","H"
"2775","H","H","H","H","H","H"
"2776","H","H","H","H","H","H"
"2777","H","H","H","H","H","H"
"2778","H","H","H","H","H","H"
"2779","H","H","H","H","H","H"
"2780","H","H","H","H","H","H"
"2781","H","H","H","H","H","H"
"2782","H","H","H","H","H","H"
"2783","H","H","H","H","H","H"
"2784","H","H","H","H","H","H"
"2785","H","H","H","H","H","H"
"2786","H","H","H","H","H","H"
"2787","H","H","H","H","H","H"
"2788","H","H","H","H","H","H"
"2789","H","H","H","H","H","H"
"2790","H","H","H","H","H","H"
"2791","H","H","H","H","H","H"
"2792","H","H","H","H","H","H"
"2793","H","H","H","H","H","H"
"2794","H","H","H","H","H","H"
"2795","H","H","H","H","H","H"
"2796","H","H","H","H","H","H"
"2797","H","H","H","H","H","H"
